Orden,Articulo,Texto breve personalizado de detalle 5,Descripcion de articulo,Cantidad de orden original,Cantidad solicitada,Cantidad asignada,Cantidad empaquetada,orderdtlstatus,Fecha de caducidad de comprobante,Descripcion de articulo 3,Codigo de barras de articulo,Precio de venta,Atributo H,Atributo I,Detalle de orden - Campo personalizado 5,Fecha personalizada de detalle 5,Codigos de articulos alternativos,Detalle de orden - Campo personalizado 1,Crear usuario,Usuario de modificacion,Fecha de Creacion
3083896,514846,PK,Chipotles 1p 65g FLOW BAR,20,20,20,20,Shipped,10/15/2024,CB2,7500810027646,420.12,MXBAR,FAT,36,10/15/2024,514846,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:33
3083896,126312,PK,Chicharron De Cerdo 1p 30g FLOW BAR,20,20,20,20,Shipped,10/15/2024,CB2,7503030199728,262.08,MXBAR,FAT,26,10/15/2024,126312,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:33
3083885,515101,PK,Takis Cobra 70g 1p FLOW BAR,20,20,20,20,Shipped,10/15/2024,CT1,7500810031605,490,MXBAR,FAT,35,10/15/2024,515101,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:33
3083874,128432,PK,Big Mix Inglesa Limon 1p 75g FLOW BAR,20,20,20,20,Shipped,10/15/2024,CB2,7500810013205,223.92,MXBAR,FAT,18,10/15/2024,128432,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:32
3083874,127925,PK,Kiyakis 1p 120g FLOW BAR,20,20,20,20,Shipped,10/15/2024,C3H,7500810005064,466.8,MXBAR,FAT,40,10/15/2024,127925,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:32
3083882,126312,PK,Chicharron De Cerdo 1p 30g FLOW BAR,20,20,20,20,Shipped,10/15/2024,CB2,7503030199728,262.08,MXBAR,FAT,26,10/15/2024,126312,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:31
3083466,126485,PK,Chips Jalapeno Pc 1p 150g FLOW BAR,21,21,21,21,Shipped,10/15/2024,CB2,7503018544762,501.12,MXBAR,FAT,12,10/15/2024,126485,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 13:22
3087148,514866,PK,Runners Fuego 1p 72g FLOW BAR,21,21,21,21,Shipped,10/16/2024,CB2,7500810027820,571.83,MXBAR,FAT,49,10/16/2024,514866,TARIMA,ocswebservicemx,mbarrientosmx,10/16/2024 16:52
3087148,514846,PK,Chipotles 1p 65g FLOW BAR,21,21,21,21,Shipped,10/16/2024,CB2,7500810027646,420.12,MXBAR,FAT,36,10/16/2024,514846,TARIMA,ocswebservicemx,mbarrientosmx,10/16/2024 16:52
3087148,128430,PK,Big Mix Queso Nvo 1p 75g FLOW BAR,21,21,21,21,Shipped,10/16/2024,CB2,7500810013182,223.92,MXBAR,FAT,18,10/16/2024,128430,TARIMA,ocswebservicemx,mbarrientosmx,10/16/2024 16:52
3087148,128431,PK,Big Mix Fuego Nvo 1p 75g FLOW BAR,21,21,21,21,Shipped,10/16/2024,CB2,7500810013199,223.92,MXBAR,FAT,18,10/16/2024,128431,TARIMA,ocswebservicemx,mbarrientosmx,10/16/2024 16:52
3087148,127924,PK,Karameladas Pop 1p 110g FLOW BAR,21,21,21,21,Shipped,10/16/2024,CB2,7500810005057,350.1,MXBAR,FAT,30,10/16/2024,127924,TARIMA,ocswebservicemx,mbarrientosmx,10/16/2024 16:52
3087148,127575,PK,Takis Huakamole 1p 70g FLOW BAR,21,21,21,21,Shipped,10/16/2024,CT1,7500810000489,490,MXBAR,FAT,35,10/16/2024,127575,TARIMA,ocswebservicemx,mbarrientosmx,10/16/2024 16:52
3087144,514867,PK,Runners Original 1p 72g FLOW BAR,21,21,21,21,Packed,10/16/2024,CB2,7500810027837,571.83,MXBAR,FAT,49,10/16/2024,514867,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:52
3087144,514903,PK,Wapas Nuevo Queso 1p 52g PC TIRA BAR,21,21,21,21,Packed,10/16/2024,CB2,7500810020975,350.1,MXBAR,FAT,30,10/16/2024,514903,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:52
3086985,515122,PK,Chips Jalapeno 1p 62g CP FLOW BAR,21,21,21,21,Packed,10/16/2024,CB2,7500810024553_1,544.6,MXBAR,FAT,35,10/16/2024,515122,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086985,514865,PK,Papas Barcel Toreadas 1p 45g FLOW BAR,21,21,21,21,Packed,10/16/2024,CB2,7500810027813,466.8,MXBAR,FAT,40,10/16/2024,514865,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086985,124824,PK,Takis Fuego 1p 200g FLOW BAR,21,21,21,21,Loaded,10/16/2024,CB2,757528038205,586.8,MXBAR,FAT,20,10/16/2024,124824,TARIMA,ocswebservicemx,ejacalesmx,10/16/2024 16:22
3086985,124239,PK,Takis Fuego 1p 56g FLOW BAR,21,21,21,21,Packed,10/16/2024,CT1,7501030424536,546.72,MXBAR,FAT,48,10/16/2024,124239,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086978,31090,PK,Chips Fuego 1p 170g FLOW BAR,21,21,21,21,Shipped,10/16/2024,CB2,757528001889,427.79,MXBAR,FAT,11,10/16/2024,31090,TARIMA,ocswebservicemx,mbarrientosmx,10/16/2024 16:22
3086994,515122,PK,Chips Jalapeno 1p 62g CP FLOW BAR,21,21,21,21,Shipped,10/16/2024,CB2,7500810024553_1,544.6,MXBAR,FAT,35,10/16/2024,515122,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:22
3086991,127571,PK,Takis Fajita 1p 70g FLOW BAR,21,21,21,21,Packed,10/16/2024,CT1,7500810000441,490,MXBAR,FAT,35,10/16/2024,127571,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3084174,514862,PK,Papas Barcel Sal 1p 28g FLOW BAR,21,21,21,21,Packed,10/15/2024,CU,7500810027783,466.8,MXBAR,FAT,60,10/15/2024,514862,TARIMA,ocswebservicemx,ocswebservicemx,10/15/2024 15:22
3084174,514859,PK,Papas Barcel Adobo 1p 45g FLOW BAR,21,21,21,21,Packed,10/15/2024,CB2,7500810027752,466.8,MXBAR,FAT,40,10/15/2024,514859,TARIMA,ocswebservicemx,ocswebservicemx,10/15/2024 15:22
3084174,128504,PK,Papas Barcel Toreadas PC 1p 170g FLOW BAR,21,21,21,21,Packed,10/15/2024,CB2,7500810014363_3,447.96,MXBAR,FAT,12,10/15/2024,128504,TARIMA,ocswebservicemx,ocswebservicemx,10/15/2024 15:22
3084174,124824,PK,Takis Fuego 1p 200g FLOW BAR,21,21,21,21,Packed,10/15/2024,CB2,757528038205,586.8,MXBAR,FAT,20,10/15/2024,124824,TARIMA,ocswebservicemx,ocswebservicemx,10/15/2024 15:22
3084177,514866,PK,Runners Fuego 1p 72g FLOW BAR,21,21,21,21,Shipped,10/15/2024,CB2,7500810027820,571.83,MXBAR,FAT,49,10/15/2024,514866,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 15:22
3084177,128450,PK,Pop Sens Queso PC 1p 45g FLOW BAR,21,21,21,21,Shipped,10/15/2024,CB2,7500810013564_1,315.09,MXBAR,FAT,27,10/15/2024,128450,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 15:22
3084177,127923,PK,Karameladas Pop 1p 45g FLOW BAR,21,21,21,21,Shipped,10/15/2024,CT1,7500810005040,272.3,MXBAR,FAT,35,10/15/2024,127923,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 15:22
3084177,127577,PK,Takis Salsa Brava 1p 70g FLOW BAR,21,21,21,21,Shipped,10/15/2024,CT1,7500810000502,490,MXBAR,FAT,35,10/15/2024,127577,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 15:22
3084177,2530,PK,Chips Sal 1p 170g FLOW BAR,21,21,21,21,Shipped,10/15/2024,CB2,7501000266203,427.79,MXBAR,FAT,11,10/15/2024,2530,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 15:22
3084175,514903,PK,Wapas Nuevo Queso 1p 52g PC TIRA BAR,21,21,21,21,Shipped,10/15/2024,CB2,7500810020975,350.1,MXBAR,FAT,30,10/15/2024,514903,TARIMA,ocswebservicemx,atellezmx,10/15/2024 15:22
3083895,127577,PK,Takis Salsa Brava 1p 70g FLOW BAR,21,21,21,21,Shipped,10/15/2024,CT1,7500810000502,490,MXBAR,FAT,35,10/15/2024,127577,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:33
3083895,31090,PK,Chips Fuego 1p 170g FLOW BAR,21,21,21,21,Shipped,10/15/2024,CB2,757528001889,427.79,MXBAR,FAT,11,10/15/2024,31090,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:33
3083897,515120,PK,Chips Fuego 1p 62g CP FLOW BAR,21,21,21,21,Shipped,10/15/2024,CB2,7500810024546_1,544.6,MXBAR,FAT,35,10/15/2024,515120,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:33
3083897,124543,PK,Valentones Fuego 1p 60g FLOW BAR,21,21,21,21,Shipped,10/15/2024,CB2,757528036638,233.4,MXBAR,FAT,20,10/15/2024,124543,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:33
3083893,514859,PK,Papas Barcel Adobo 1p 45g FLOW BAR,21,21,21,21,Shipped,10/15/2024,CB2,7500810027752,466.8,MXBAR,FAT,40,10/15/2024,514859,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:33
3083890,514855,PK,Kiyakis 1p 60g FLOW BAR,21,21,21,21,Packed,10/15/2024,C3H,7500810027714,497.92,MXBAR,FAT,64,10/15/2024,514855,TARIMA,ocswebservicemx,ocswebservicemx,10/15/2024 14:33
3083890,514866,PK,Runners Fuego 1p 72g FLOW BAR,21,21,21,21,Packed,10/15/2024,CB2,7500810027820,571.83,MXBAR,FAT,49,10/15/2024,514866,TARIMA,ocswebservicemx,ocswebservicemx,10/15/2024 14:33
3083890,514846,PK,Chipotles 1p 65g FLOW BAR,21,21,21,21,Packed,10/15/2024,CB2,7500810027646,420.12,MXBAR,FAT,36,10/15/2024,514846,TARIMA,ocswebservicemx,ocswebservicemx,10/15/2024 14:33
3083890,128192,PK,Hot Nuts Original 1p 82g FLOW BAR,21,21,21,21,Packed,10/15/2024,C3H,7500810008874,630.18,MXBAR,FAT,54,10/15/2024,128192,TARIMA,ocswebservicemx,ocswebservicemx,10/15/2024 14:33
3083891,128192,PK,Hot Nuts Original 1p 82g FLOW BAR,21,21,21,21,Packed,10/15/2024,C3H,7500810008874,630.18,MXBAR,FAT,54,10/15/2024,128192,TARIMA,ocswebservicemx,mmondragonmx,10/15/2024 14:33
3083883,514913,PK,Takis Blue Heat 1p 70g FLOW BAR,21,21,21,21,Shipped,10/15/2024,CT1,7500810028353,490,MXBAR,FAT,35,10/15/2024,514913,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:32
3083505,514480,PK,Takis Blue Heat PC 1p 240g FLOW BAR,21,21,21,21,Shipped,10/15/2024,CB2,7500810022450,473.76,MXBAR,FAT,12,10/15/2024,514480,TARIMA,ocswebservicemx,atellezmx,10/15/2024 13:22
3083503,514483,PK,Takis Original PC 1p 240g FLOW BAR,21,21,21,21,Shipped,10/15/2024,CB2,7500810022481,473.76,MXBAR,FAT,12,10/15/2024,514483,TARIMA,ocswebservicemx,atellezmx,10/15/2024 13:22
3083466,514475,PK,Takis Fuego PC 1p 240g FLOW BAR,21,21,21,21,Shipped,10/15/2024,CB2,7500810022405,473.76,MXBAR,FAT,12,10/15/2024,514475,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 13:22
3083882,128192,PK,Hot Nuts Original 1p 82g FLOW BAR,22,22,22,22,Shipped,10/15/2024,C3H,7500810008874,630.18,MXBAR,FAT,54,10/15/2024,128192,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:31
3089750,514913,PK,Takis Blue Heat 1p 70g FLOW BAR,22,22,22,22,Packed,10/17/2024,CT1,7500810028353,490,MXBAR,FAT,35,10/17/2024,514913,TARIMA,ocswebservicemx,ocswebservicemx,10/17/2024 14:24
3089729,128192,PK,Hot Nuts Original 1p 82g FLOW BAR,22,22,22,22,Packed,10/17/2024,C3H,7500810008874,630.18,MXBAR,FAT,54,10/17/2024,128192,TARIMA,ocswebservicemx,ocswebservicemx,10/17/2024 14:23
3086988,514866,PK,Runners Fuego 1p 72g FLOW BAR,22,22,22,22,Shipped,10/16/2024,CB2,7500810027820,571.83,MXBAR,FAT,49,10/16/2024,514866,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:23
3086986,514568,PK,Takis Fuego PC 1p90g FLOW BAR,22,22,22,22,Shipped,10/16/2024,CB2,757528003135_1,718.62,MXBAR,FAT,42,10/16/2024,514568,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:23
3086986,128430,PK,Big Mix Queso Nvo 1p 75g FLOW BAR,22,22,22,22,Shipped,10/16/2024,CB2,7500810013182,223.92,MXBAR,FAT,18,10/16/2024,128430,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:23
3086985,127924,PK,Karameladas Pop 1p 110g FLOW BAR,22,22,22,22,Packed,10/16/2024,CB2,7500810005057,350.1,MXBAR,FAT,30,10/16/2024,127924,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086978,2530,PK,Chips Sal 1p 170g FLOW BAR,22,22,22,22,Shipped,10/16/2024,CB2,7501000266203,427.79,MXBAR,FAT,11,10/16/2024,2530,TARIMA,ocswebservicemx,mbarrientosmx,10/16/2024 16:22
3086995,123052,PK,Takis Fuego 1p 80g FLOW BAR,22,22,22,22,Shipped,10/16/2024,CB2,757528026042,661.08,MXBAR,FAT,42,10/16/2024,123052,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:22
3086994,128432,PK,Big Mix Inglesa Limon 1p 75g FLOW BAR,22,22,22,22,Shipped,10/16/2024,CB2,7500810013205,223.92,MXBAR,FAT,18,10/16/2024,128432,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:22
3086992,128432,PK,Big Mix Inglesa Limon 1p 75g FLOW BAR,22,22,22,22,Packed,10/16/2024,CB2,7500810013205,223.92,MXBAR,FAT,18,10/16/2024,128432,TARIMA,ocswebservicemx,mmondragonmx,10/16/2024 16:22
3083902,126578,PK,Chips Fuego Sp Pc 1p 60g FLOW BAR,22,22,22,22,Packed,10/15/2024,CB2,7503030199681_126578,495,MXBAR,FAT,30,10/15/2024,126578,TARIMA,ocswebservicemx,ocswebservicemx,10/15/2024 14:34
3083902,48205,PK,Valentones 1p 175g FLOW BAR,22,22,22,22,Packed,10/15/2024,CB2,7501030482055,186.64,MXBAR,FAT,8,10/15/2024,48205,TARIMA,ocswebservicemx,ocswebservicemx,10/15/2024 14:34
3083885,127571,PK,Takis Fajita 1p 70g FLOW BAR,22,22,22,22,Shipped,10/15/2024,CT1,7500810000441,490,MXBAR,FAT,35,10/15/2024,127571,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:33
3083885,127575,PK,Takis Huakamole 1p 70g FLOW BAR,22,22,22,22,Shipped,10/15/2024,CT1,7500810000489,490,MXBAR,FAT,35,10/15/2024,127575,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:33
3083890,127925,PK,Kiyakis 1p 120g FLOW BAR,22,22,22,22,Packed,10/15/2024,C3H,7500810005064,466.8,MXBAR,FAT,40,10/15/2024,127925,TARIMA,ocswebservicemx,ocswebservicemx,10/15/2024 14:33
3083890,2530,PK,Chips Sal 1p 170g FLOW BAR,22,22,22,22,Packed,10/15/2024,CB2,7501000266203,427.79,MXBAR,FAT,11,10/15/2024,2530,TARIMA,ocswebservicemx,ocswebservicemx,10/15/2024 14:33
3083891,128431,PK,Big Mix Fuego Nvo 1p 75g FLOW BAR,22,22,22,22,Packed,10/15/2024,CB2,7500810013199,223.92,MXBAR,FAT,18,10/15/2024,128431,TARIMA,ocswebservicemx,mmondragonmx,10/15/2024 14:33
3083874,515122,PK,Chips Jalapeno 1p 62g CP FLOW BAR,23,23,23,23,Shipped,10/15/2024,CB2,7500810024553_1,544.6,MXBAR,FAT,35,10/15/2024,515122,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:32
3089750,127575,PK,Takis Huakamole 1p 70g FLOW BAR,23,23,23,23,Packed,10/17/2024,CT1,7500810000489,490,MXBAR,FAT,35,10/17/2024,127575,TARIMA,ocswebservicemx,ocswebservicemx,10/17/2024 14:24
3086978,514855,PK,Kiyakis 1p 60g FLOW BAR,23,23,23,23,Shipped,10/16/2024,C3H,7500810027714,497.92,MXBAR,FAT,64,10/16/2024,514855,TARIMA,ocswebservicemx,mbarrientosmx,10/16/2024 16:22
3086978,127577,PK,Takis Salsa Brava 1p 70g FLOW BAR,23,23,23,23,Shipped,10/16/2024,CT1,7500810000502,490,MXBAR,FAT,35,10/16/2024,127577,TARIMA,ocswebservicemx,mbarrientosmx,10/16/2024 16:22
3086995,515123,PK,Chips Sal 1p 62g CP FLOW BAR,23,23,23,23,Shipped,10/16/2024,CB2,7500810024560_1,544.6,MXBAR,FAT,35,10/16/2024,515123,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:22
3086994,515120,PK,Chips Fuego 1p 62g CP FLOW BAR,23,23,23,23,Packed,10/16/2024,CB2,7500810024546_1,544.6,MXBAR,FAT,35,10/16/2024,515120,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086994,515123,PK,Chips Sal 1p 62g CP FLOW BAR,23,23,23,23,Shipped,10/16/2024,CB2,7500810024560_1,544.6,MXBAR,FAT,35,10/16/2024,515123,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:22
3086994,127571,PK,Takis Fajita 1p 70g FLOW BAR,23,23,23,23,Shipped,10/16/2024,CT1,7500810000441,490,MXBAR,FAT,35,10/16/2024,127571,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:22
3086994,127577,PK,Takis Salsa Brava 1p 70g FLOW BAR,23,23,23,23,Shipped,10/16/2024,CT1,7500810000502,490,MXBAR,FAT,35,10/16/2024,127577,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:22
3086984,514846,PK,Chipotles 1p 65g FLOW BAR,23,23,23,23,Shipped,10/16/2024,CB2,7500810027646,420.12,MXBAR,FAT,36,10/16/2024,514846,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:21
3083902,127114,PK,Hot Nuts Multintenso Nvo 1p 125g FLOW BAR,23,23,23,23,Packed,10/15/2024,C3H,757528044121_127114,466.8,MXBAR,FAT,30,10/15/2024,127114,TARIMA,ocswebservicemx,ocswebservicemx,10/15/2024 14:34
3083895,514866,PK,Runners Fuego 1p 72g FLOW BAR,23,23,23,23,Shipped,10/15/2024,CB2,7500810027820,571.83,MXBAR,FAT,49,10/15/2024,514866,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:33
3083895,514846,PK,Chipotles 1p 65g FLOW BAR,23,23,23,23,Shipped,10/15/2024,CB2,7500810027646,420.12,MXBAR,FAT,36,10/15/2024,514846,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:33
3083897,128715,PK,Valentones Fuego 1p 175g FLOW BAR,23,23,23,23,Shipped,10/15/2024,CB2,7500810016930,186.64,MXBAR,FAT,8,10/15/2024,128715,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:33
3083885,514867,PK,Runners Original 1p 72g FLOW BAR,23,23,23,23,Shipped,10/15/2024,CB2,7500810027837,571.83,MXBAR,FAT,49,10/15/2024,514867,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:33
3083885,127577,PK,Takis Salsa Brava 1p 70g FLOW BAR,23,23,23,23,Shipped,10/15/2024,CT1,7500810000502,490,MXBAR,FAT,35,10/15/2024,127577,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:33
3083883,127571,PK,Takis Fajita 1p 70g FLOW BAR,24,24,24,24,Shipped,10/15/2024,CT1,7500810000441,490,MXBAR,FAT,35,10/15/2024,127571,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:32
3089729,514859,PK,Papas Barcel Adobo 1p 45g FLOW BAR,24,24,24,0,Allocated,10/17/2024,CB2,7500810027752,466.8,MXBAR,FAT,40,10/17/2024,514859,TARIMA,ocswebservicemx,jrojasmx,10/17/2024 14:23
3089729,48205,PK,Valentones 1p 175g FLOW BAR,31,31,24,24,Partly Allocated,10/17/2024,CB2,7501030482055,186.64,MXBAR,FAT,8,10/17/2024,48205,TARIMA,ocswebservicemx,jrojasmx,10/17/2024 14:23
3086988,126895,PK,Chips Sal Sp 1p 60g FLOW BAR,24,24,24,24,Shipped,10/16/2024,CB2,7501000264049_126895,495,MXBAR,FAT,30,10/16/2024,126895,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:23
3086988,125031,PK,Big Mix Queso 1p 185g FLOW BAR,24,24,24,24,Shipped,10/16/2024,CB2,757528039288,275,MXBAR,FAT,10,10/16/2024,125031,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:23
3086979,514866,PK,Runners Fuego 1p 72g FLOW BAR,24,24,24,24,Packed,10/16/2024,CB2,7500810027820,571.83,MXBAR,FAT,49,10/16/2024,514866,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086991,127575,PK,Takis Huakamole 1p 70g FLOW BAR,24,24,24,24,Packed,10/16/2024,CT1,7500810000489,490,MXBAR,FAT,35,10/16/2024,127575,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086991,127577,PK,Takis Salsa Brava 1p 70g FLOW BAR,24,24,24,24,Packed,10/16/2024,CT1,7500810000502,490,MXBAR,FAT,35,10/16/2024,127577,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086984,127577,PK,Takis Salsa Brava 1p 70g FLOW BAR,24,24,24,24,Shipped,10/16/2024,CT1,7500810000502,490,MXBAR,FAT,35,10/16/2024,127577,TARIMA,ocswebservicemx,atellezmx,10/16/2024 16:21
3083902,515120,PK,Chips Fuego 1p 62g CP FLOW BAR,24,24,24,14,In Packing,10/15/2024,CB2,7500810024546_1,544.6,MXBAR,FAT,35,10/15/2024,515120,TARIMA,ocswebservicemx,jrojasmx,10/15/2024 14:34
3083899,514867,PK,Runners Original 1p 72g FLOW BAR,24,24,24,24,Shipped,10/15/2024,CB2,7500810027837,571.83,MXBAR,FAT,49,10/15/2024,514867,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:34
3083899,2530,PK,Chips Sal 1p 170g FLOW BAR,24,24,24,24,Shipped,10/15/2024,CB2,7501000266203,427.79,MXBAR,FAT,11,10/15/2024,2530,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:34
3083897,126312,PK,Chicharron De Cerdo 1p 30g FLOW BAR,24,24,24,24,Shipped,10/15/2024,CB2,7503030199728,262.08,MXBAR,FAT,26,10/15/2024,126312,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:33
3083892,127114,PK,Hot Nuts Multintenso Nvo 1p 125g FLOW BAR,24,24,24,24,Shipped,10/15/2024,C3H,757528044121_127114,466.8,MXBAR,FAT,30,10/15/2024,127114,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:33
3083892,126894,PK,Chips Jalapeno Sp 1p 60g FLOW BAR,24,24,24,24,Shipped,10/15/2024,CB2,7501000264773_126894,495,MXBAR,FAT,30,10/15/2024,126894,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:33
3083890,48205,PK,Valentones 1p 175g FLOW BAR,24,24,24,24,Packed,10/15/2024,CB2,7501030482055,186.64,MXBAR,FAT,8,10/15/2024,48205,TARIMA,ocswebservicemx,ocswebservicemx,10/15/2024 14:33
3083890,31090,PK,Chips Fuego 1p 170g FLOW BAR,24,24,24,24,Packed,10/15/2024,CB2,757528001889,427.79,MXBAR,FAT,11,10/15/2024,31090,TARIMA,ocswebservicemx,ocswebservicemx,10/15/2024 14:33
3083891,127114,PK,Hot Nuts Multintenso Nvo 1p 125g FLOW BAR,24,24,24,24,Packed,10/15/2024,C3H,757528044121_127114,466.8,MXBAR,FAT,30,10/15/2024,127114,TARIMA,ocswebservicemx,mmondragonmx,10/15/2024 14:33
3083889,128192,PK,Hot Nuts Original 1p 82g FLOW BAR,24,24,24,24,Shipped,10/15/2024,C3H,7500810008874,630.18,MXBAR,FAT,54,10/15/2024,128192,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:33
3083889,127923,PK,Karameladas Pop 1p 45g FLOW BAR,24,24,24,24,Shipped,10/15/2024,CT1,7500810005040,272.3,MXBAR,FAT,35,10/15/2024,127923,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:33
3083889,126578,PK,Chips Fuego Sp Pc 1p 60g FLOW BAR,24,24,24,24,Shipped,10/15/2024,CB2,7503030199681_126578,495,MXBAR,FAT,30,10/15/2024,126578,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:33
3083883,127924,PK,Karameladas Pop 1p 110g FLOW BAR,24,24,24,24,Shipped,10/15/2024,CB2,7500810005057,350.1,MXBAR,FAT,30,10/15/2024,127924,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:32
3083883,127802,PK,Takis Fuego 20pct Mas Picante 1p 70g FLOW BAR,24,24,24,24,Shipped,10/15/2024,CT1,7500810003671,490,MXBAR,FAT,35,10/15/2024,127802,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:32
3083883,515120,PK,Chips Fuego 1p 62g CP FLOW BAR,25,25,25,25,Shipped,10/15/2024,CB2,7500810024546_1,544.6,MXBAR,FAT,35,10/15/2024,515120,TARIMA,ocswebservicemx,atellezmx,10/15/2024 14:32
3089729,514950,PK,GoldenNuts Enchilado 1p 78g CF FLOW BAR,25,25,25,25,Packed,10/17/2024,C3H,7500810029053,653.52,MXBAR,FAT,56,10/17/2024,514950,TARIMA,ocswebservicemx,ocswebservicemx,10/17/2024 14:23
3089758,128430,PK,Big Mix Queso Nvo 1p 75g FLOW BAR,25,25,25,25,Packed,10/17/2024,CB2,7500810013182,223.92,MXBAR,FAT,18,10/17/2024,128430,TARIMA,ocswebservicemx,ldiazmx,10/17/2024 14:23
3086985,48205,PK,Valentones 1p 175g FLOW BAR,25,25,25,25,Packed,10/16/2024,CB2,7501030482055,186.64,MXBAR,FAT,8,10/16/2024,48205,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086980,127577,PK,Takis Salsa Brava 1p 70g FLOW BAR,25,25,25,25,Shipped,10/16/2024,CT1,7500810000502,490,MXBAR,FAT,35,10/16/2024,127577,TARIMA,ocswebservicemx,mbarrientosmx,10/16/2024 16:22
3086978,514867,PK,Runners Original 1p 72g FLOW BAR,25,25,25,25,Shipped,10/16/2024,CB2,7500810027837,571.83,MXBAR,FAT,49,10/16/2024,514867,TARIMA,ocswebservicemx,mbarrientosmx,10/16/2024 16:22
3086994,514913,PK,Takis Blue Heat 1p 70g FLOW BAR,25,25,25,25,Packed,10/16/2024,CT1,7500810028353,490,MXBAR,FAT,35,10/16/2024,514913,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3086991,128432,PK,Big Mix Inglesa Limon 1p 75g FLOW BAR,25,25,25,25,Packed,10/16/2024,CB2,7500810013205,223.92,MXBAR,FAT,18,10/16/2024,128432,TARIMA,ocswebservicemx,ocswebservicemx,10/16/2024 16:22
3083899,128430,PK,Big Mix Queso Nvo 1p 75g FLOW BAR,25,25,25,25,Shipped,10/15/2024,CB2,7500810013182,223.92,MXBAR,FAT,18,10/15/2024,128430,TARIMA,ocswebservicemx,mbarrientosmx,10/15/2024 14:34
